brand,product_title,review_text,star_rating,date,verified_purchase,sentiment_score,wheels,handle,material,zipper,size,durability
American Tourister,American Tourister,Good product,5.0,Reviewed in India on 23 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,"A sturdy, lightweight suitcase with smooth wheels and practical storage, ideal for short to medium trips.Offers good durability and value for money, though frequent flyers may prefer a premium-grade shell.",5.0,Reviewed in India on 12 February 2026,False,0.8271,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
American Tourister,American Tourister,,1.0,Reviewed in India on 10 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,Best quality 👌,5.0,Reviewed in India on 11 March 2026,False,0.8842,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,"Not value for money, weight was less, that’s the prosAnd the handling thing was not thick, its somehow felt like not durable, but overall it was okey",4.0,Reviewed in India on 12 March 2026,False,0.0598,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive
American Tourister,American Tourister,"Very beautiful looking trolley, a tasteful piece in such a subtle blue colour. Prone to scratches on the edges, need to put a cover.",5.0,Reviewed in India on 6 March 2026,False,0.6361,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,JHAKAAS.Nice & light weight.Very good lock system. Very spacious. Good for 15 days trip.,5.0,Reviewed in India on 24 January 2026,False,0.7251,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned
American Tourister,American Tourister,"looks wise its awesome. Initially there was a hitch with lock system, learnt how to unlock by watching you tube. . Now its perfect, The way i wanted.",4.0,Reviewed in India on 12 March 2026,False,0.8979,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned
American Tourister,American Tourister,Very nice one,5.0,Reviewed in India on 15 March 2026,False,0.4754,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,Loved it ! The cost the quality the colour,5.0,Reviewed in India on 3 December 2025,False,0.636,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,Lock key is not available,3.0,Reviewed in India on 4 December 2025,False,0.0,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned
American Tourister,American Tourister,Good product,5.0,Reviewed in India on 15 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,As usual it's a elegant and good product. Worth buying.,4.0,Reviewed in India on 6 October 2025,False,0.7845,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,American Tourister,Have barely used it. Zip splits open. Cannot be used. Amazon refuses. To help,1.0,Reviewed in India on 5 February 2026,False,0.2919,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned
American Tourister,uppercase,"I bought the Uppercase Bullet Medium (66 cm) trolley bag in Silver and I am very happy with the purchase. The hard shell body feels very strong and durable, and the anti-scratch finish keeps it looking new even after rough handling at airports.The best part is the inside compartments. There are separate sections for wet clothes and undergarments, which is very useful for short trips. Packing becomes very easy and organized. The space is more than enough for 4–5 days travel.The wheels are super smooth and rotate 360°, so moving the bag is effortless even in crowded railway stations and airports. TSA lock and anti-theft zipper add extra security which gives peace of mind.It looks premium, is lightweight, and very practical. Overall, excellent quality and value for money. Highly recommended for anyone looking for a stylish and strong trolley bag in this price range.",5.0,Reviewed in India on 1 March 2026,False,0.9901,positive,not_mentioned,positive,positive,not_mentioned,positive
American Tourister,uppercase,"I recently purchased these Trolley Bag, and I must say, I'm impressed. The durability of the eco-polycarbonate shell is outstanding, along with its antiscratch body which is very rare to find in any other brand. The interior compartments are well-designed, helping me stay organized.And small and medium compartment inside bag for wet clothes and under garments are one of its kind.I haven’t seen such feature in other trolley bag due to which it provide flexibility for short trips.The trolley wheels glide smoothly, making it easy to maneuver through airports and crowded streets. The colour is pleasant and soothing.Overall, this trolley bag has proven to be a great with innovative design for my travel needs. Also the antitheft zip is an addon to many of the unique features.Overall i am fully satisfied with my choice of product.!!!!",5.0,Reviewed in India on 21 January 2024,False,0.982,positive,not_mentioned,positive,positive,positive,positive
American Tourister,uppercase,"The Uppercase Bullet (Medium) 66cm Check-in Trolley Bag is a travel essential that adds flair to your journey. The silver color is not only eye-catching but also stands out in a sea of mundane luggage.The spacious interior and clever compartment design make packing a breeze. The 8-wheel functionality ensures smooth navigation through bustling airports. The TSA lock and anti-theft zippers provide an added layer of security, which is reassuring for any traveler.However, I did notice that the build quality isn't top-tier. While the suitcase is sturdy, there are minor quality quirks that might affect its long-term durability. Nevertheless, the 2000 days warranty is a comforting assurance.In conclusion, the Uppercase Bullet is a stylish and functional check-in trolley bag, with a pop of silver to distinguish it. Just be mindful of the build quality nuances. Travel in style with a touch of practicality! 🧳✈️",4.0,Reviewed in India on 3 February 2024,False,0.9381,positive,not_mentioned,positive,positive,positive,positive
American Tourister,uppercase,Best trolley bag i have used. It looks so sleak and beautiful. It is so light weight and handy with so much durability. Totally amazing and the size is also so perfect.,5.0,Reviewed in India on 6 February 2026,False,0.9595,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,positive
American Tourister,uppercase,"Really impressed with this trolley bag. The quality is top notch and the finish is good. Seems quite premium with its looks. It has multiple compartments and plenty of space. Best thing, it has a separate laundry bag as well attached with it.",5.0,Reviewed in India on 1 February 2026,False,0.9245,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
American Tourister,uppercase,"Product is good. I have brought 3 and all are of top notch quality. Giving one star for delivery related issue. Amazon should not take order if their associate partner can not deliver the good. Guy delivered my half stuffs by bike and said trolley bags are bigger in size and I should arrange my own transport to get it. I thought to  cancel the order but I was required as I was travelling. Went in rented car and brought the order! Amazon, What a shame!",1.0,Reviewed in India on 12 December 2025,False,-0.4917,not_mentioned,not_mentioned,negative,not_mentioned,negative,not_mentioned
American Tourister,uppercase,"Durable , ample space for a short trip... It's sturdy... Value for money. Thanks Amazon as always",5.0,Reviewed in India on 1 March 2026,False,0.7184,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive
American Tourister,uppercase,"While the design and outer suitcase is nice and as advertised, the interior is hopeless. The zipper quality is extremely poor - that which is used on products sold by very cheap street vendors. If you do not use the suitcase for a few months, these zippers become brittle and break upon touch. The yellow foam lining the interiors is stuck using glue and came out upon first use. It seems like the company really cut corners where they could so they could only deliver on what they marketed - design and shell strength. Disappointing and not recommended if you're looking for a quality product that you can actually use for a while.",3.0,Reviewed in India on 24 October 2025,False,-0.7251,not_mentioned,not_mentioned,negative,negative,not_mentioned,not_mentioned
American Tourister,Safari,Nice suitcase with affordable price,5.0,Reviewed in India on 11 March 2026,False,0.4215,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,Safari,"The product is good, but a pc thickness is low.. value for money, but cant be exceeding 25kgs, ideal for below 20kg for the bigger one, 12-14kgs for the medium & 8-10kgs for the smaller one. Colour, Look n feel is premium.Good deal under 10k for the set of 3…",4.0,Reviewed in India on 28 November 2025,False,0.7906,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,Safari,"Nice product looking so beautiful colour also a professional colour, and it's so light weight",5.0,Reviewed in India on 3 February 2026,False,0.8312,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,Safari,"The product is very poor quality . I bought the bag in June 25 and by March 26 , the bag is broken . The product broke in less than a year and I used it for only 2 trips .The durability and quality of product is extremely disappointing",1.0,Reviewed in India on 5 March 2026,False,-0.915,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,negative
American Tourister,Safari,Nice bag,5.0,Reviewed in India on 15 February 2026,False,0.4215,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,Safari,It's pretty average.,3.0,Reviewed in India on 23 March 2026,False,0.4939,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
American Tourister,Safari,"Very nice and durable and also looks very stylish swift wheels, size acc to details very easy to carry",4.0,Reviewed in India on 6 January 2026,False,0.8108,positive,not_mentioned,not_mentioned,not_mentioned,positive,positive
American Tourister,Safari,,5.0,Reviewed in India on 23 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Just like it was mentioned in the product specifications. The compartments are spacious and the lock works good. Givers ab aesthetic look.,5.0,Reviewed in India on 19 December 2025,False,0.7964,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned
Nasher Miles,Nasher Miles,Super build quality,5.0,Reviewed in India on 13 October 2025,False,0.5994,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"Bought on 11Jan’26, used it for 1 time and the suitcase got divided into 2 parts. Had to buy a new one locally while i was travelling.Never buy this brand!",1.0,Reviewed in India on 5 February 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Awesome product. My partner loves the color. Great for small trips.,5.0,Reviewed in India on 8 July 2025,False,0.9169,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"Little black spots are there in few places don’t know what is that. As a cabin bag very good ,looks good felt flexible .. rest after use will get to know.Quality wise also good",4.0,Reviewed in India on 18 November 2025,False,0.9225,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"Nasher Miles Hawaii TSA Lock and Anti-Theft zipper product is very very good product, I already purchase this product and looks is beautiful. I advise packing can be upgrade,",5.0,Reviewed in India on 24 November 2024,False,0.8111,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,The material used inside the bag should be in more basic colour like white or blac krather than orange colour,2.0,Reviewed in India on 3 October 2025,False,0.4144,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,DELSEY PARIS,Quality product. Another one in small size is in use for more than a decade. Light weight with strong wheels. Satisfied customer.,5.0,Reviewed in India on 7 February 2026,False,0.7269,positive,not_mentioned,positive,not_mentioned,positive,not_mentioned
Nasher Miles,DELSEY PARIS,"Look-wise an excellent product with light weight, having little less capacity. It is good for 03 nights in summer.Also,*screech resistance is an issue.",4.0,Reviewed in India on 12 June 2024,False,0.765,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned
Nasher Miles,DELSEY PARIS,Worst customer service and warranty support . U literally followed up 20 times with Amazon on the warranty support of this product immediately after 1st use but it’s pathetic. No one cares . My product follow-up I’d 403-1391025-4344301 and I have big issue with the quality of the product . The ticket is open with Amazon since 22nd April 2025 and still no warranty support help . Please do not go for the product as the quality is worst and the customer support is way beyond imagination .,1.0,Reviewed in India on 1 July 2025,False,-0.8958,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,DELSEY PARIS,Supreme quality. Smooth wheels. Looks excellent. Size is perfect for cabin bag. Light weight. Super satisfied. Little expensive but worth the price.,5.0,Reviewed in India on 5 December 2024,False,0.8835,positive,not_mentioned,positive,not_mentioned,positive,not_mentioned
Nasher Miles,DELSEY PARIS,,5.0,Reviewed in India on 8 August 2023,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,DELSEY PARIS,it's a very genuine product i like because it's  very light weight i like amazon delivery thank you amazon for giving me original branded product on 69 percent off discount thank you so much,5.0,Reviewed in India on 16 November 2023,False,0.9337,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,DELSEY PARIS,Wheels are great and it has plenty space for a long trip .,4.0,Reviewed in India on 5 November 2023,False,0.6249,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,DELSEY PARIS,,1.0,Reviewed in India on 16 June 2025,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"I have received a wonderful product, it's easy to carry around , has a soft shell & light weight, overall great product.",5.0,Reviewed in India on 26 December 2025,False,0.8934,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Nice product and excellent color. Should have a manual to explain functionality,4.0,Reviewed in India on 10 January 2026,False,0.7579,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Lookw very good and sturdy,5.0,Reviewed in India on 16 January 2026,False,0.4927,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Thanks for ur supporting.....and genuine  product,5.0,Reviewed in India on 4 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"I know photo would not justify how good and how good it feels, but trust me you can not go wrong with this color and how smooth it's wheels and zip are. Outstanding",5.0,Reviewed in India on 6 January 2026,False,0.9385,positive,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,,1.0,Reviewed in India on 9 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Returned it. It was defective.,3.0,Reviewed in India on 7 August 2025,False,-0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Value for money,4.0,Reviewed in India on 24 September 2025,False,0.34,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"Amazing product! Absolutely value for money, very spacious and very ergoomic, the build quality is good! Firm and can be used as may deem fit and proper, the lock works alright and does the job. highly recommended for someone who needs it.",5.0,Reviewed in India on 24 January 2026,False,0.939,not_mentioned,not_mentioned,positive,positive,positive,not_mentioned
Nasher Miles,Nasher Miles,"Ease of use, lock quality, authenticity. Cost is high.",4.0,Reviewed in India on 7 February 2026,False,0.3612,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"I recently purchased a cabin bag from Nasher Miles and it’s simply wonderful. Lightweight yet very spacious, with smooth wheels and a sturdy handle that make travel effortless. The quality feels premium, and the design is stylish too. Perfect for short trips — highly recommended!Product purchased at 2000/- in amazon sale.",5.0,Reviewed in India on 27 September 2025,False,0.8553,positive,positive,positive,not_mentioned,positive,not_mentioned
Nasher Miles,Nasher Miles,Very nice color or nice quality lock is good space very good no bags have space like this ha but after one 2 time used little dirty while flightsI’ll order cabin bag also,5.0,Reviewed in India on 6 March 2026,False,0.5374,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,"This bag is a great purchase. The dual wheels make a huge difference in maneuverability compared to single-wheel trolleys. The inside is well-organized with mesh pockets, and the color is exactly as shown. For this price point, the quality of the zippers and the telescopic handle is top-notch. Very happy with this buy!",5.0,Reviewed in India on 5 March 2026,False,0.893,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Flimsy quality. Not worth the time and money… wheel broke as soon as I stood it up after packing… don’t waste ur time.,1.0,Reviewed in India on 23 February 2026,False,-0.7404,negative,not_mentioned,negative,not_mentioned,not_mentioned,negative
Nasher Miles,Nasher Miles,Love the bags and travel locks. I wish I could buy more now that I have left India. The case quality and design are top notch and the manoeuvrability is great compared to my safari bags. They are slightly compact compared to safari however they can accommodate more or less up to 23kg.UPdate 1: After landing I noticed a lot more scratches than my 3 year old Safari bag. They seem to not have any protection on the surface. Hence the 3* review .,3.0,Reviewed in India on 4 November 2025,False,0.9153,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,Nasher Miles,Product is good. Will know the quality after usage.,4.0,Reviewed in India on 1 February 2026,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,-40%,"Good quality trolley bag with a strong and durable body. It has a stylish design and smooth 8 wheels, making it easy to move. The TSA lock and anti-theft zippers add extra safety. Spacious inside and perfect for travel. Overall, a reliable and value-for-money luggage option.",5.0,Reviewed in India on 22 March 2026,False,0.9393,positive,not_mentioned,positive,positive,positive,positive
Nasher Miles,-40%,"I’m really happy with this large silver trolley bag. It looks stylish and is easy to spot while traveling. The bag has plenty of compartments, which makes packing and organizing things very convenient. I also liked that it comes with a toiletry pouch, which is quite useful. The wheels move smoothly and the build quality feels sturdy. The 2000-day warranty is a great added assurance. Overall, a very practical and reliable travel bag.",5.0,Reviewed in India on 17 March 2026,False,0.9606,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,-40%,"It’s a good cabin bag, but is not as rough and tough as they market it. For the price, it does it’s job",4.0,Reviewed in India on 20 November 2025,False,0.0516,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,-40%,"Really happy with this trolley bag. The pastel green color looks classy and stands out nicely. It’s quite large, so I could fit all my essentials easily. The multiple compartments help keep things organized, and the toiletry pouch is a useful bonus. Feels sturdy, and the 2000-day warranty is reassuring. Great mix of style and practicality.",5.0,Reviewed in India on 17 March 2026,False,0.9832,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Nasher Miles,-40%,"By far the best suitcase i own, it's super light weight and the material is scratch resistant, it glides on the floor effortlessly and has so many compartments and a lot of space. The handle quality is amazing and the TSA lock is absolutely genius since that makes it super secure. Would definitely recommend!!",5.0,Reviewed in India on 17 March 2026,False,0.975,not_mentioned,positive,positive,positive,not_mentioned,not_mentioned
Nasher Miles,-40%,Very spacious and perfect for long trips. The wheels are smooth and easy to move. The build quality feels strong and durable. Happy with this purchase.,5.0,Reviewed in India on 23 March 2026,False,0.9308,positive,not_mentioned,positive,not_mentioned,positive,positive
Nasher Miles,-40%,"I recently bought the 65cm check-in sustainable trolley bag in green and I am super happy with it. The design looks stylish and the hard shell feels very strong and scratch proof. The 8-wheel double spinner makes it so smooth to move around, even when it’s loaded. TSA lock and anti-theft zippers give extra peace of mind while traveling. With a 2000 days warranty, it feels like a great long term investment. Totally worth it.",5.0,Reviewed in India on 19 September 2025,False,0.9722,positive,not_mentioned,positive,positive,not_mentioned,not_mentioned
Nasher Miles,-40%,"Good one, trusted product.",4.0,Reviewed in India on 18 February 2026,False,0.7184,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green",Great quality at affordable price !!,5.0,Reviewed in India on 11 March 2026,False,0.6892,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green","The quality is very good with a premium design, enough space for travel needs and feels durable. Overall, a good product and definitely worth buying. Must go for it",4.0,Reviewed in India on 14 December 2025,False,0.8655,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green","The build quality is really super and feels sturdy. Wheels are smooth and easy to move, even when fully loaded. The outer shell looks premium and durable.However, the major drawback is the lack of internal layers or compartments. There is no proper separation or spacing to organize items—it’s basically one large open area like a box. Because of this, keeping clothes and accessories neatly arranged becomes difficult.Overall, it’s good for carrying large quantities, but not ideal if you prefer organized packing.",5.0,Reviewed in India on 29 January 2026,False,0.2576,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green","Overall a good product,light weight, must for travellers.",4.0,Reviewed in India on 14 February 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green","Writing review after 1 year of purchasePositives:- good quality- Good color- good space- good for cabin bags- wheels are nice- rolls nicely- light weight- handle quality is good but design and switch is notNegatives:- expensive for its design and quality- not balanced properly(design is flawed)- fell down easily- handle and extended handle is not sturdy- extended handle causes problem(started after 2 months)- handle switch is not of good qualityFor this price, I would expect something better.",3.0,Reviewed in India on 16 November 2025,False,0.8516,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green",Good quality trolley bag from Safari. Delivery is also fast in 3 days.,5.0,Reviewed in India on 19 March 2026,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
